1384500000000000;00000000000;13/08/2018;13/08/2018;;434,8;;;;;434,8;EURO;13/08/2018;
1388500000000000;00000000000;13/08/2018;13/08/2018;;-4;;;;;-4;EURO;;
1223400015460215;00015460215;13/07/2018;13/07/2018;;121,8;;;;;121,8;EURO;16/10/2018;
1434600015460215;00015460215;24/08/2018;24/08/2018;;53,35;;;;;53,35;EURO;16/10/2018;
1625600015460215;00015460215;25/09/2018;25/09/2018;;275,08;;;;;275,08;EURO;16/10/2018;
1677800015460215;00015460215;02/10/2018;02/10/2018;;131,81;;;;;131,81;EURO;25/10/2018;
1702900015460215;00015460215;05/10/2018;05/10/2018;;80,03;;;;;80,03;EURO;05/11/2018;
2201200015460215;00015460215;28/12/2018;28/12/2018;;58,66;;;;;58,66;EURO;;
1050100020030987;00020030987;19/07/2018;30/08/2018;;109,89;;;;;109,89;EURO;19/07/2018;
107600020030987;00020030987;24/01/2019;02/03/2019;;527,86;;;;;527,86;EURO;24/01/2019;
1235200020030987;00020030987;23/08/2018;30/09/2018;;391,47;;;;;391,47;EURO;23/08/2018;
1324600020030987;00020030987;06/09/2018;30/10/2018;;88,03;;;;;88,03;EURO;06/09/2018;
142200020030987;00020030987;31/01/2019;02/03/2019;;372,05;;;;;372,05;EURO;31/01/2019;
1442100020030987;00020030987;27/09/2018;30/10/2018;;109,44;;;;;109,44;EURO;27/09/2018;
1545000020030987;00020030987;11/10/2018;30/11/2018;;129,39;;;;;129,39;EURO;11/10/2018;
1584200020030987;00020030987;18/10/2018;30/11/2018;;300,76;;;;;300,76;EURO;18/10/2018;
1627100020030987;00020030987;25/10/2018;30/11/2018;;132,88;;;;;132,88;EURO;25/10/2018;
1682700020030987;00020030987;02/11/2018;30/12/2018;;110,47;;;;;110,47;EURO;02/11/2018;
1719600020030987;00020030987;08/11/2018;30/12/2018;;109,29;;;;;109,29;EURO;08/11/2018;
1755200020030987;00020030987;15/11/2018;30/12/2018;;105,25;;;;;105,25;EURO;15/11/2018;
1796300020030987;00020030987;22/11/2018;30/12/2018;;222,65;;;;;222,65;EURO;22/11/2018;
1835900020030987;00020030987;29/11/2018;30/12/2018;;111,65;;;;;111,65;EURO;29/11/2018;
1893600020030987;00020030987;05/12/2018;30/01/2019;;101,02;;;;;101,02;EURO;05/12/2018;
1935500020030987;00020030987;13/12/2018;30/01/2019;;102,77;;;;;102,77;EURO;13/12/2018;
199600020030987;00020030987;07/02/2019;30/03/2019;;287,44;;;;;287,44;EURO;07/02/2019;
234500020030987;00020030987;14/02/2019;30/03/2019;;170,89;;;;;170,89;EURO;14/02/2019;
259800020030987;00020030987;21/02/2019;30/03/2019;;124,38;;;;;124,38;EURO;21/02/2019;
300200020030987;00020030987;28/02/2019;30/03/2019;;186,42;;;;;186,42;EURO;28/02/2019;
