10600025150236;00025150236;31/03/2019;30/04/2019;;2610,24;;;;;2610,24;EURO;31/05/2019;
12400025150236;00025150236;30/04/2019;31/05/2019;;851,83;;;;;851,83;EURO;25/06/2019;
13300025150236;00025150236;30/04/2019;31/05/2019;;4154,31;;;;;4154,31;EURO;25/06/2019;
1500025150236;00025150236;25/01/2019;28/02/2019;;11926,91;;;;;11926,91;EURO;27/03/2019;
18300025150236;00025150236;15/06/2019;31/07/2019;;2421,54;;;;;2421,54;EURO;;
19000025150236;00025150236;20/06/2019;31/07/2019;;2761,18;;;;;2761,18;EURO;;
19300025150236;00025150236;20/06/2019;31/07/2019;;984,52;;;;;984,52;EURO;;
20700025150236;00025150236;30/06/2019;31/07/2019;;9697,55;;;;;9697,55;EURO;;
2200025150236;00025150236;31/01/2019;28/02/2019;;12975,74;;;;;12975,74;EURO;27/03/2019;
26200025150236;00025150236;15/07/2018;31/08/2018;;9612,13;;;;;9612,13;EURO;24/08/2018;
27700025150236;00025150236;22/07/2018;31/08/2018;;15353,32;;;;;15353,32;EURO;24/08/2018;
28900025150236;00025150236;31/07/2018;31/08/2018;;7024,39;;;;;7024,39;EURO;26/09/2018;
30100025150236;00025150236;31/07/2018;31/08/2018;;2312,51;;;;;2312,51;EURO;26/09/2018;
30900025150236;00025150236;25/08/2018;30/09/2018;;4088,92;;;;;4088,92;EURO;29/10/2018;
3100025150236;00025150236;31/01/2019;28/02/2019;;11963,55;;;;;11963,55;EURO;27/03/2019;
31000025150236;00025150236;25/08/2018;30/09/2018;;13397,26;;;;;13397,26;EURO;29/10/2018;
33600025150236;00025150236;31/08/2018;30/09/2018;;11507,37;;;;;11507,37;EURO;29/10/2018;
34400025150236;00025150236;15/09/2018;31/10/2018;;12450,01;;;;;12450,01;EURO;29/10/2018;
3500025150236;00025150236;15/02/2019;31/03/2019;;9462,62;;;;;9462,62;EURO;24/04/2019;
35900025150236;00025150236;30/09/2018;31/10/2018;;17968,81;;;;;17968,81;EURO;23/11/2018;
36000025150236;00025150236;30/09/2018;31/10/2018;;20505,91;;;;;20505,91;EURO;23/11/2018;
37500025150236;00025150236;30/09/2018;31/10/2018;;12245,22;;;;;12245,22;EURO;23/11/2018;
400025150236;00025150236;15/01/2019;28/02/2019;;7151,02;;;;;7151,02;EURO;27/02/2019;
40400025150236;00025150236;31/10/2018;30/11/2018;;20521,27;;;;;20521,27;EURO;27/12/2018;
42200025150236;00025150236;31/10/2018;30/11/2018;;8311;;;;;8311;EURO;27/12/2018;
423900025150236;00025150236;17/04/2019;17/04/2019;;-682,12;;;;;-682,12;EURO;;
43300025150236;00025150236;10/11/2018;31/12/2018;;7993,68;;;;;7993,68;EURO;27/12/2018;
44800025150236;00025150236;29/11/2018;31/12/2018;;7115,42;;;;;7115,42;EURO;02/01/2019;
45400025150236;00025150236;30/11/2018;31/12/2018;;4517,67;;;;;4517,67;EURO;29/01/2019;
